space,pos,half
densenets,1454,TEST
densenets,1455,TEST
densenets,1456,TEST
densenets,1457,TEST
densenets,1458,TEST
densenets,1459,TEST
densenets,1460,TEST
densenets,1461,FIT
densenets,1462,TEST
densenets,1463,FIT
densenets,1464,TEST
densenets,1465,FIT
densenets,1466,TEST
densenets,1467,TEST
densenets,1468,TEST
densenets,1469,TEST
densenets,1470,FIT
densenets,1471,TEST
densenets,1472,TEST
densenets,1473,TEST
densenets,1474,FIT
densenets,1475,TEST
densenets,1476,FIT
densenets,1477,FIT
densenets,1478,FIT
densenets,1479,FIT
densenets,1480,TEST
densenets,1481,FIT
densenets,1482,TEST
densenets,1483,TEST
densenets,1484,TEST
densenets,1485,FIT
densenets,1486,FIT
densenets,1487,TEST
densenets,1488,FIT
densenets,1489,FIT
densenets,1490,TEST
densenets,1491,TEST
densenets,1492,TEST
densenets,1493,TEST
densenets,1494,TEST
densenets,1495,TEST
densenets,1496,FIT
densenets,1497,TEST
densenets,1498,TEST
densenets,1499,FIT
densenets,1500,TEST
densenets,1501,FIT
densenets,1502,TEST
densenets,1503,FIT
densenets,1504,FIT
densenets,1505,TEST
densenets,1506,TEST
densenets,1507,TEST
densenets,1508,TEST
densenets,1509,TEST
densenets,1510,FIT
densenets,1511,FIT
densenets,1512,FIT
densenets,1513,TEST
densenets,1514,TEST
densenets,1515,FIT
densenets,1516,TEST
densenets,1517,FIT
densenets,1518,FIT
densenets,1519,TEST
densenets,1520,FIT
densenets,1521,TEST
densenets,1522,FIT
densenets,1523,FIT
densenets,1524,FIT
densenets,1525,FIT
densenets,1526,TEST
densenets,1527,TEST
densenets,1528,TEST
densenets,1529,FIT
densenets,1530,TEST
densenets,1531,FIT
densenets,1532,FIT
densenets,1533,FIT
densenets,1534,FIT
densenets,1535,TEST
densenets,1536,TEST
densenets,1537,FIT
densenets,1538,FIT
densenets,1539,FIT
densenets,1540,TEST
densenets,1541,TEST
densenets,1542,FIT
densenets,1543,FIT
densenets,1544,FIT
densenets,1545,TEST
densenets,1546,TEST
densenets,1547,TEST
densenets,1548,TEST
densenets,1549,TEST
densenets,1550,FIT
densenets,1551,TEST
densenets,1552,FIT
densenets,1553,TEST
densenets,1554,FIT
densenets,1555,TEST
densenets,1556,TEST
densenets,1557,FIT
densenets,1558,TEST
densenets,1559,TEST
densenets,1560,FIT
densenets,1561,FIT
densenets,1562,FIT
densenets,1563,FIT
densenets,1564,FIT
densenets,1565,TEST
densenets,1566,TEST
densenets,1567,FIT
densenets,1568,FIT
densenets,1569,TEST
densenets,1570,TEST
densenets,1571,FIT
densenets,1572,TEST
densenets,1573,TEST
densenets,1574,FIT
densenets,1575,FIT
densenets,1576,TEST
densenets,1577,TEST
densenets,1578,FIT
densenets,1579,FIT
densenets,1580,TEST
densenets,1581,FIT
densenets,1582,TEST
densenets,1583,FIT
densenets,1584,TEST
densenets,1585,FIT
densenets,1586,FIT
densenets,1587,TEST
densenets,1588,FIT
densenets,1589,TEST
densenets,1590,TEST
densenets,1591,TEST
densenets,1592,TEST
densenets,1593,TEST
densenets,1594,TEST
densenets,1595,FIT
densenets,1596,FIT
densenets,1597,TEST
densenets,1598,TEST
densenets,1599,TEST
densenets,1600,FIT
densenets,1601,TEST
densenets,1602,TEST
densenets,1603,TEST
densenets,1604,FIT
densenets,1605,TEST
densenets,1606,TEST
densenets,1607,TEST
densenets,1608,TEST
densenets,1609,FIT
densenets,1610,FIT
densenets,1611,TEST
densenets,1612,TEST
densenets,1613,TEST
densenets,1614,FIT
densenets,1615,FIT
densenets,1616,FIT
densenets,1617,TEST
densenets,1618,TEST
densenets,1619,TEST
densenets,1620,TEST
densenets,1621,FIT
densenets,1622,TEST
densenets,1623,TEST
densenets,1624,TEST
densenets,1625,TEST
densenets,1626,TEST
densenets,1627,TEST
densenets,1628,FIT
densenets,1629,TEST
densenets,1630,TEST
densenets,1631,FIT
densenets,1632,FIT
densenets,1633,TEST
densenets,1634,FIT
densenets,1635,FIT
densenets,1636,FIT
densenets,1637,TEST
densenets,1638,FIT
densenets,1639,TEST
densenets,1640,FIT
densenets,1641,FIT
densenets,1642,FIT
densenets,1643,FIT
densenets,1644,FIT
densenets,1645,FIT
densenets,1646,TEST
densenets,1647,TEST
densenets,1648,TEST
densenets,1649,FIT
densenets,1650,TEST
densenets,1651,TEST
densenets,1652,TEST
densenets,1653,FIT
densenets,1654,TEST
densenets,1655,FIT
densenets,1656,TEST
densenets,1657,FIT
densenets,1658,TEST
densenets,1659,TEST
densenets,1660,FIT
densenets,1661,FIT
densenets,1662,TEST
densenets,1663,TEST
densenets,1664,FIT
densenets,1665,FIT
densenets,1666,TEST
densenets,1667,FIT
densenets,1668,FIT
densenets,1669,TEST
densenets,1670,FIT
densenets,1671,FIT
densenets,1672,FIT
densenets,1673,FIT
densenets,1674,FIT
densenets,1675,TEST
densenets,1676,FIT
densenets,1677,FIT
densenets,1678,TEST
densenets,1679,TEST
densenets,1680,TEST
densenets,1681,FIT
densenets,1682,TEST
densenets,1683,TEST
densenets,1684,FIT
densenets,1685,FIT
densenets,1686,TEST
densenets,1687,FIT
densenets,1688,TEST
densenets,1689,TEST
densenets,1690,FIT
densenets,1691,FIT
densenets,1692,FIT
densenets,1693,TEST
densenets,1694,FIT
densenets,1695,FIT
densenets,1696,FIT
densenets,1697,TEST
densenets,1698,FIT
densenets,1699,TEST
densenets,1700,FIT
densenets,1701,FIT
densenets,1702,TEST
densenets,1703,FIT
densenets,1704,FIT
densenets,1705,TEST
densenets,1706,FIT
densenets,1707,TEST
densenets,1708,TEST
densenets,1709,FIT
densenets,1710,TEST
densenets,1711,TEST
densenets,1712,FIT
densenets,1713,TEST
densenets,1714,FIT
densenets,1715,FIT
densenets,1716,TEST
densenets,1717,FIT
densenets,1718,TEST
densenets,1719,FIT
densenets,1720,TEST
densenets,1721,TEST
densenets,1722,FIT
densenets,1723,TEST
densenets,1724,FIT
densenets,1725,TEST
densenets,1726,FIT
densenets,1727,FIT
densenets,1728,TEST
densenets,1729,FIT
densenets,1730,TEST
densenets,1731,FIT
densenets,1732,TEST
densenets,1733,FIT
densenets,1734,FIT
densenets,1735,FIT
densenets,1736,TEST
densenets,1737,FIT
densenets,1738,FIT
densenets,1739,TEST
densenets,1740,TEST
densenets,1741,TEST
densenets,1742,FIT
densenets,1743,TEST
densenets,1744,FIT
densenets,1745,TEST
densenets,1746,TEST
densenets,1747,FIT
densenets,1748,TEST
densenets,1749,TEST
densenets,1750,TEST
densenets,1751,TEST
densenets,1752,TEST
densenets,1753,FIT
densenets,1754,TEST
densenets,1755,FIT
densenets,1756,FIT
densenets,1757,TEST
densenets,1758,FIT
densenets,1759,FIT
densenets,1760,TEST
densenets,1761,FIT
densenets,1762,TEST
densenets,1763,TEST
densenets,1764,TEST
densenets,1765,TEST
densenets,1766,FIT
densenets,1767,FIT
densenets,1768,FIT
densenets,1769,TEST
densenets,1770,FIT
densenets,1771,TEST
densenets,1772,FIT
densenets,1773,FIT
densenets,1774,FIT
densenets,1775,TEST
densenets,1776,TEST
densenets,1777,FIT
densenets,1778,TEST
densenets,1779,TEST
densenets,1780,TEST
densenets,1781,FIT
densenets,1782,TEST
densenets,1783,FIT
densenets,1784,TEST
densenets,1785,TEST
densenets,1786,FIT
densenets,1787,TEST
densenets,1788,TEST
densenets,1789,TEST
densenets,1790,TEST
densenets,1791,FIT
densenets,1792,FIT
densenets,1793,FIT
densenets,1794,TEST
densenets,1795,FIT
densenets,1796,FIT
densenets,1797,TEST
densenets,1798,FIT
densenets,1799,TEST
densenets,1800,TEST
densenets,1801,TEST
densenets,1802,FIT
densenets,1803,TEST
densenets,1804,TEST
densenets,1805,TEST
densenets,1806,FIT
densenets,1807,FIT
densenets,1808,TEST
densenets,1809,TEST
densenets,1810,FIT
densenets,1811,TEST
densenets,1812,FIT
densenets,1813,TEST
densenets,1814,FIT
densenets,1815,TEST
densenets,1816,TEST
densenets,1817,TEST
densenets,1818,TEST
densenets,1819,FIT
densenets,1820,TEST
densenets,1821,TEST
densenets,1822,TEST
densenets,1823,FIT
densenets,1824,TEST
densenets,1825,TEST
densenets,1826,FIT
densenets,1827,TEST
densenets,1828,FIT
densenets,1829,FIT
densenets,1830,TEST
densenets,1831,FIT
densenets,1832,TEST
densenets,1833,TEST
densenets,1834,FIT
densenets,1835,TEST
densenets,1836,FIT
densenets,1837,FIT
densenets,1838,FIT
densenets,1839,FIT
densenets,1840,TEST
densenets,1841,FIT
densenets,1842,FIT
densenets,1843,TEST
densenets,1844,TEST
densenets,1845,FIT
densenets,1846,TEST
densenets,1847,FIT
densenets,1848,FIT
densenets,1849,FIT
densenets,1850,FIT
densenets,1851,TEST
densenets,1852,TEST
densenets,1853,TEST
densenets,1854,FIT
densenets,1855,FIT
densenets,1856,FIT
densenets,1857,FIT
densenets,1858,FIT
densenets,1859,FIT
densenets,1860,TEST
densenets,1861,TEST
densenets,1862,TEST
densenets,1863,FIT
densenets,1864,TEST
densenets,1865,TEST
densenets,1866,TEST
densenets,1867,TEST
densenets,1868,TEST
densenets,1869,FIT
densenets,1870,TEST
densenets,1871,TEST
densenets,1872,FIT
densenets,1873,FIT
densenets,1874,FIT
densenets,1875,FIT
densenets,1876,TEST
densenets,1877,FIT
densenets,1878,TEST
densenets,1879,FIT
densenets,1880,TEST
densenets,1881,FIT
densenets,1882,TEST
densenets,1883,TEST
densenets,1884,FIT
densenets,1885,TEST
densenets,1886,FIT
densenets,1887,FIT
densenets,1888,FIT
densenets,1889,TEST
densenets,1890,FIT
densenets,1891,FIT
densenets,1892,TEST
densenets,1893,TEST
densenets,1894,FIT
densenets,1895,FIT
densenets,1896,TEST
densenets,1897,TEST
densenets,1898,FIT
densenets,1899,TEST
densenets,1900,FIT
densenets,1901,TEST
densenets,1902,TEST
densenets,1903,FIT
densenets,1904,TEST
densenets,1905,TEST
densenets,1906,TEST
densenets,1907,TEST
densenets,1908,FIT
densenets,1909,FIT
densenets,1910,FIT
densenets,1911,FIT
densenets,1912,FIT
densenets,1913,TEST
densenets,1914,TEST
densenets,1915,FIT
densenets,1916,TEST
densenets,1917,FIT
densenets,1918,TEST
densenets,1919,TEST
densenets,1920,TEST
densenets,1921,FIT
densenets,1922,TEST
densenets,1923,FIT
densenets,1924,FIT
densenets,1925,TEST
densenets,1926,TEST
densenets,1927,FIT
densenets,1928,FIT
densenets,1929,TEST
densenets,1930,TEST
densenets,1931,FIT
densenets,1932,FIT
densenets,1933,TEST
densenets,1934,TEST
densenets,1935,FIT
densenets,1936,TEST
densenets,1937,TEST
densenets,1938,FIT
densenets,1939,FIT
densenets,1940,TEST
densenets,1941,FIT
densenets,1942,TEST
densenets,1943,TEST
densenets,1944,TEST
densenets,1945,FIT
densenets,1946,FIT
densenets,1947,FIT
densenets,1948,FIT
densenets,1949,TEST
densenets,1950,FIT
densenets,1951,TEST
densenets,1952,TEST
densenets,1953,FIT
densenets,1954,FIT
densenets,1955,FIT
densenets,1956,TEST
densenets,1957,FIT
densenets,1958,TEST
densenets,1959,TEST
densenets,1960,FIT
densenets,1961,TEST
densenets,1962,TEST
densenets,1963,FIT
densenets,1964,TEST
densenets,1965,FIT
densenets,1966,FIT
densenets,1967,TEST
densenets,1968,FIT
densenets,1969,FIT
densenets,1970,TEST
densenets,1971,TEST
densenets,1972,TEST
densenets,1973,TEST
densenets,1974,FIT
densenets,1975,TEST
googlenets,0,TEST
googlenets,1,FIT
googlenets,2,TEST
googlenets,3,TEST
googlenets,4,TEST
googlenets,5,FIT
googlenets,6,FIT
googlenets,7,TEST
googlenets,8,FIT
googlenets,9,TEST
googlenets,10,FIT
googlenets,11,TEST
googlenets,12,TEST
googlenets,13,TEST
googlenets,14,TEST
googlenets,15,TEST
googlenets,16,FIT
googlenets,17,FIT
googlenets,18,FIT
googlenets,19,FIT
googlenets,20,FIT
googlenets,21,FIT
googlenets,22,TEST
googlenets,23,FIT
googlenets,24,TEST
googlenets,25,TEST
googlenets,26,TEST
googlenets,27,TEST
googlenets,28,FIT
googlenets,29,TEST
googlenets,30,TEST
googlenets,31,FIT
googlenets,32,FIT
googlenets,33,TEST
googlenets,34,TEST
googlenets,35,FIT
googlenets,36,FIT
googlenets,37,FIT
googlenets,38,TEST
googlenets,39,FIT
googlenets,40,TEST
googlenets,41,TEST
googlenets,42,TEST
googlenets,43,FIT
googlenets,44,FIT
googlenets,45,TEST
googlenets,46,TEST
googlenets,47,FIT
googlenets,48,FIT
googlenets,49,TEST
googlenets,50,TEST
googlenets,51,TEST
googlenets,52,TEST
googlenets,53,FIT
googlenets,54,FIT
googlenets,55,TEST
googlenets,56,FIT
googlenets,57,FIT
googlenets,58,TEST
googlenets,59,TEST
googlenets,60,FIT
googlenets,61,TEST
googlenets,62,FIT
googlenets,63,FIT
googlenets,64,TEST
googlenets,65,TEST
googlenets,66,TEST
googlenets,67,FIT
googlenets,68,TEST
googlenets,69,FIT
googlenets,70,TEST
googlenets,71,TEST
googlenets,72,TEST
googlenets,73,TEST
googlenets,74,FIT
googlenets,75,TEST
googlenets,76,FIT
googlenets,77,TEST
googlenets,78,FIT
googlenets,79,FIT
googlenets,80,FIT
googlenets,81,TEST
googlenets,82,FIT
googlenets,83,TEST
googlenets,84,TEST
googlenets,85,FIT
googlenets,86,FIT
googlenets,87,TEST
googlenets,88,TEST
googlenets,89,FIT
googlenets,90,FIT
googlenets,91,TEST
googlenets,92,TEST
googlenets,93,FIT
googlenets,94,FIT
googlenets,95,FIT
googlenets,96,FIT
googlenets,97,TEST
googlenets,98,FIT
googlenets,99,FIT
googlenets,100,TEST
googlenets,101,TEST
googlenets,102,FIT
googlenets,103,TEST
googlenets,104,FIT
googlenets,105,FIT
googlenets,106,TEST
googlenets,107,TEST
googlenets,108,FIT
googlenets,109,FIT
googlenets,110,FIT
googlenets,111,TEST
googlenets,112,FIT
googlenets,113,FIT
googlenets,114,TEST
googlenets,115,TEST
googlenets,116,TEST
googlenets,117,FIT
googlenets,118,FIT
googlenets,119,TEST
googlenets,120,TEST
googlenets,121,TEST
googlenets,122,FIT
googlenets,123,TEST
googlenets,124,FIT
googlenets,125,TEST
googlenets,126,TEST
googlenets,127,FIT
googlenets,128,TEST
googlenets,129,FIT
googlenets,130,FIT
googlenets,131,TEST
googlenets,132,TEST
googlenets,133,TEST
googlenets,134,FIT
googlenets,135,TEST
googlenets,136,FIT
googlenets,137,TEST
googlenets,138,TEST
googlenets,139,TEST
googlenets,140,TEST
googlenets,141,TEST
googlenets,142,TEST
googlenets,143,FIT
googlenets,144,FIT
googlenets,145,FIT
googlenets,146,TEST
googlenets,147,TEST
googlenets,148,FIT
googlenets,149,TEST
googlenets,150,FIT
googlenets,151,FIT
googlenets,152,FIT
googlenets,153,TEST
googlenets,154,TEST
googlenets,155,TEST
googlenets,156,FIT
googlenets,157,TEST
googlenets,158,FIT
googlenets,159,FIT
googlenets,160,FIT
googlenets,161,FIT
googlenets,162,FIT
googlenets,163,FIT
googlenets,164,FIT
googlenets,165,FIT
googlenets,166,FIT
googlenets,167,TEST
googlenets,168,FIT
googlenets,169,FIT
googlenets,170,FIT
googlenets,171,TEST
googlenets,172,FIT
googlenets,173,TEST
googlenets,174,FIT
googlenets,175,TEST
googlenets,176,TEST
googlenets,177,TEST
googlenets,178,TEST
googlenets,179,TEST
googlenets,180,FIT
googlenets,181,FIT
googlenets,182,TEST
googlenets,183,TEST
googlenets,184,TEST
googlenets,185,TEST
googlenets,186,FIT
googlenets,187,FIT
googlenets,188,TEST
googlenets,189,FIT
googlenets,190,TEST
googlenets,191,FIT
googlenets,192,FIT
googlenets,193,TEST
googlenets,194,TEST
googlenets,195,FIT
googlenets,196,TEST
googlenets,197,FIT
googlenets,198,FIT
googlenets,199,FIT
googlenets,200,TEST
googlenets,201,FIT
googlenets,202,FIT
googlenets,203,FIT
googlenets,204,TEST
googlenets,205,TEST
googlenets,206,TEST
googlenets,207,TEST
googlenets,208,FIT
googlenets,209,FIT
googlenets,210,TEST
googlenets,211,FIT
googlenets,212,FIT
googlenets,213,TEST
googlenets,214,TEST
googlenets,215,FIT
googlenets,216,TEST
googlenets,217,TEST
googlenets,218,TEST
googlenets,219,FIT
googlenets,220,TEST
googlenets,221,TEST
googlenets,222,FIT
googlenets,223,FIT
googlenets,224,FIT
googlenets,225,FIT
googlenets,226,FIT
googlenets,227,FIT
googlenets,228,FIT
googlenets,229,FIT
googlenets,230,TEST
googlenets,231,FIT
googlenets,232,FIT
googlenets,233,FIT
googlenets,234,FIT
googlenets,235,FIT
googlenets,236,TEST
googlenets,237,TEST
googlenets,238,TEST
googlenets,239,TEST
googlenets,240,FIT
googlenets,241,TEST
googlenets,242,FIT
googlenets,243,FIT
googlenets,244,TEST
googlenets,245,FIT
googlenets,246,FIT
googlenets,247,FIT
googlenets,248,FIT
googlenets,249,TEST
googlenets,250,TEST
googlenets,251,TEST
googlenets,252,TEST
googlenets,253,TEST
googlenets,254,FIT
googlenets,255,TEST
googlenets,256,FIT
googlenets,257,TEST
googlenets,258,TEST
googlenets,259,FIT
googlenets,260,FIT
googlenets,261,TEST
googlenets,262,TEST
googlenets,263,TEST
googlenets,264,TEST
googlenets,265,FIT
googlenets,266,FIT
googlenets,267,TEST
googlenets,268,TEST
googlenets,269,TEST
googlenets,270,TEST
googlenets,271,TEST
googlenets,272,FIT
googlenets,273,TEST
googlenets,274,FIT
googlenets,275,FIT
googlenets,276,FIT
googlenets,277,FIT
googlenets,278,FIT
googlenets,279,FIT
googlenets,280,FIT
googlenets,281,TEST
googlenets,282,FIT
googlenets,283,FIT
googlenets,284,FIT
googlenets,285,FIT
googlenets,286,TEST
googlenets,287,TEST
googlenets,288,TEST
googlenets,289,TEST
googlenets,290,TEST
googlenets,291,TEST
googlenets,292,TEST
googlenets,293,FIT
googlenets,294,TEST
googlenets,295,TEST
googlenets,296,TEST
googlenets,297,TEST
googlenets,298,TEST
googlenets,299,TEST
googlenets,300,TEST
googlenets,301,TEST
googlenets,302,TEST
googlenets,303,TEST
googlenets,304,FIT
googlenets,305,TEST
googlenets,306,FIT
googlenets,307,TEST
googlenets,308,TEST
googlenets,309,FIT
googlenets,310,FIT
googlenets,311,TEST
googlenets,312,FIT
googlenets,313,TEST
googlenets,314,FIT
googlenets,315,FIT
googlenets,316,FIT
googlenets,317,TEST
googlenets,318,TEST
googlenets,319,FIT
googlenets,320,TEST
googlenets,321,TEST
googlenets,322,TEST
googlenets,323,TEST
googlenets,324,FIT
googlenets,325,FIT
googlenets,326,TEST
googlenets,327,TEST
googlenets,328,FIT
googlenets,329,FIT
googlenets,330,FIT
googlenets,331,FIT
googlenets,332,TEST
googlenets,333,FIT
googlenets,334,FIT
googlenets,335,FIT
googlenets,336,FIT
googlenets,337,TEST
googlenets,338,TEST
googlenets,339,TEST
googlenets,340,FIT
googlenets,341,FIT
googlenets,342,FIT
googlenets,343,TEST
googlenets,344,TEST
googlenets,345,TEST
googlenets,346,FIT
googlenets,347,FIT
googlenets,348,TEST
googlenets,349,FIT
googlenets,350,FIT
googlenets,351,FIT
googlenets,352,FIT
googlenets,353,FIT
googlenets,354,TEST
googlenets,355,FIT
googlenets,356,FIT
googlenets,357,FIT
googlenets,358,TEST
googlenets,359,FIT
googlenets,360,FIT
googlenets,361,FIT
googlenets,362,TEST
googlenets,363,TEST
googlenets,364,FIT
googlenets,365,FIT
googlenets,366,TEST
googlenets,367,TEST
googlenets,368,FIT
googlenets,369,TEST
googlenets,370,TEST
googlenets,371,FIT
googlenets,372,TEST
googlenets,373,FIT
googlenets,374,FIT
googlenets,375,TEST
googlenets,376,FIT
googlenets,377,TEST
googlenets,378,FIT
googlenets,379,TEST
googlenets,380,FIT
googlenets,381,FIT
googlenets,382,TEST
googlenets,383,FIT
googlenets,384,TEST
googlenets,385,TEST
googlenets,386,FIT
googlenets,387,FIT
googlenets,388,TEST
googlenets,389,FIT
googlenets,390,FIT
googlenets,391,FIT
googlenets,392,FIT
googlenets,393,TEST
googlenets,394,FIT
googlenets,395,TEST
googlenets,396,TEST
googlenets,397,TEST
googlenets,398,FIT
googlenets,399,TEST
googlenets,400,FIT
googlenets,401,FIT
googlenets,402,TEST
googlenets,403,FIT
googlenets,404,FIT
googlenets,405,TEST
googlenets,406,FIT
googlenets,407,TEST
googlenets,408,TEST
googlenets,409,TEST
googlenets,410,TEST
googlenets,411,TEST
googlenets,412,FIT
googlenets,413,TEST
googlenets,414,TEST
googlenets,415,TEST
googlenets,416,FIT
googlenets,417,FIT
googlenets,418,FIT
googlenets,419,FIT
googlenets,420,FIT
googlenets,421,TEST
googlenets,422,FIT
googlenets,423,FIT
googlenets,424,TEST
googlenets,425,FIT
googlenets,426,FIT
googlenets,427,TEST
googlenets,428,TEST
googlenets,429,FIT
googlenets,430,FIT
googlenets,431,TEST
googlenets,432,TEST
googlenets,433,FIT
googlenets,434,FIT
googlenets,435,TEST
googlenets,436,TEST
googlenets,437,TEST
googlenets,438,TEST
googlenets,439,TEST
googlenets,440,TEST
googlenets,441,TEST
googlenets,442,FIT
googlenets,443,TEST
googlenets,444,TEST
googlenets,445,TEST
googlenets,446,TEST
googlenets,447,TEST
googlenets,448,FIT
googlenets,449,TEST
googlenets,450,TEST
googlenets,451,FIT
googlenets,452,TEST
googlenets,453,FIT
googlenets,454,FIT
googlenets,455,FIT
googlenets,456,FIT
googlenets,457,FIT
googlenets,458,TEST
googlenets,459,FIT
googlenets,460,TEST
googlenets,461,TEST
googlenets,462,FIT
googlenets,463,TEST
googlenets,464,TEST
googlenets,465,FIT
googlenets,466,FIT
googlenets,467,FIT
googlenets,468,FIT
googlenets,469,TEST
googlenets,470,TEST
googlenets,471,TEST
googlenets,472,TEST
googlenets,473,FIT
googlenets,474,FIT
googlenets,475,FIT
googlenets,476,FIT
googlenets,477,FIT
googlenets,478,FIT
googlenets,479,TEST
googlenets,480,FIT
googlenets,481,FIT
googlenets,482,FIT
googlenets,483,TEST
googlenets,484,FIT
googlenets,485,FIT
googlenets,486,FIT
googlenets,487,TEST
googlenets,488,FIT
googlenets,489,FIT
googlenets,490,FIT
googlenets,491,FIT
googlenets,492,TEST
googlenets,493,FIT
googlenets,494,FIT
googlenets,495,TEST
googlenets,496,FIT
googlenets,497,FIT
googlenets,498,TEST
googlenets,499,TEST
googlenets,500,TEST
googlenets,501,TEST
googlenets,502,FIT
googlenets,503,TEST
googlenets,504,FIT
googlenets,505,FIT
googlenets,506,TEST
googlenets,507,FIT
googlenets,508,TEST
googlenets,509,FIT
googlenets,510,TEST
googlenets,511,TEST
googlenets,512,TEST
googlenets,513,TEST
googlenets,514,TEST
googlenets,515,TEST
googlenets,516,TEST
googlenets,517,FIT
googlenets,518,TEST
googlenets,519,FIT
googlenets,520,FIT
googlenets,521,FIT
googlenets,522,FIT
googlenets,523,TEST
googlenets,524,FIT
googlenets,525,TEST
googlenets,526,TEST
googlenets,527,FIT
googlenets,528,FIT
googlenets,529,TEST
googlenets,530,FIT
googlenets,531,TEST
googlenets,532,FIT
googlenets,533,TEST
googlenets,534,FIT
googlenets,535,FIT
googlenets,536,TEST
googlenets,537,TEST
googlenets,538,TEST
googlenets,539,TEST
googlenets,540,TEST
googlenets,541,TEST
googlenets,542,FIT
googlenets,543,TEST
googlenets,544,TEST
googlenets,545,TEST
googlenets,546,FIT
googlenets,547,TEST
googlenets,548,TEST
googlenets,549,FIT
googlenets,550,TEST
googlenets,551,FIT
googlenets,552,FIT
googlenets,553,FIT
googlenets,554,TEST
googlenets,555,FIT
googlenets,556,TEST
googlenets,557,FIT
googlenets,558,TEST
googlenets,559,FIT
googlenets,560,TEST
googlenets,561,FIT
googlenets,562,TEST
googlenets,563,FIT
googlenets,564,TEST
googlenets,565,TEST
googlenets,566,FIT
googlenets,567,FIT
googlenets,568,TEST
googlenets,569,TEST
googlenets,570,FIT
googlenets,571,FIT
googlenets,572,TEST
googlenets,573,TEST
googlenets,574,TEST
googlenets,575,FIT
googlenets,576,TEST
googlenets,577,FIT
googlenets,578,TEST
googlenets,579,TEST
googlenets,580,FIT
googlenets,581,TEST
googlenets,582,FIT
googlenets,583,TEST
googlenets,584,FIT
googlenets,585,FIT
googlenets,586,TEST
googlenets,587,TEST
googlenets,588,TEST
googlenets,589,TEST
googlenets,590,FIT
googlenets,591,TEST
googlenets,592,FIT
googlenets,593,TEST
googlenets,594,TEST
googlenets,595,TEST
googlenets,596,TEST
googlenets,597,TEST
googlenets,598,TEST
googlenets,599,TEST
googlenets,600,FIT
googlenets,601,FIT
googlenets,602,FIT
googlenets,603,FIT
googlenets,604,FIT
googlenets,605,FIT
googlenets,606,TEST
googlenets,607,FIT
googlenets,608,FIT
googlenets,609,FIT
googlenets,610,FIT
googlenets,611,TEST
googlenets,612,FIT
googlenets,613,TEST
googlenets,614,TEST
googlenets,615,TEST
googlenets,616,FIT
googlenets,617,FIT
googlenets,618,TEST
googlenets,619,FIT
googlenets,620,FIT
googlenets,621,FIT
googlenets,622,TEST
googlenets,623,FIT
googlenets,624,FIT
googlenets,625,TEST
googlenets,626,TEST
googlenets,627,FIT
googlenets,628,TEST
googlenets,629,TEST
googlenets,630,TEST
googlenets,631,FIT
googlenets,632,TEST
googlenets,633,FIT
googlenets,634,FIT
googlenets,635,TEST
googlenets,636,TEST
googlenets,637,TEST
googlenets,638,FIT
googlenets,639,TEST
googlenets,640,FIT
googlenets,641,TEST
googlenets,642,TEST
googlenets,643,FIT
googlenets,644,FIT
googlenets,645,TEST
googlenets,646,FIT
googlenets,647,FIT
googlenets,648,TEST
googlenets,649,FIT
googlenets,650,FIT
googlenets,651,FIT
googlenets,652,FIT
googlenets,653,TEST
googlenets,654,TEST
googlenets,655,TEST
googlenets,656,FIT
googlenets,657,TEST
googlenets,658,TEST
googlenets,659,FIT
googlenets,660,FIT
googlenets,661,FIT
googlenets,662,TEST
googlenets,663,TEST
googlenets,664,TEST
googlenets,665,FIT
googlenets,666,TEST
googlenets,667,FIT
googlenets,668,TEST
googlenets,669,TEST
googlenets,670,TEST
googlenets,671,TEST
googlenets,672,FIT
googlenets,673,TEST
googlenets,674,TEST
googlenets,675,FIT
googlenets,676,TEST
googlenets,677,FIT
googlenets,678,FIT
googlenets,679,TEST
googlenets,680,TEST
googlenets,681,TEST
googlenets,682,TEST
googlenets,683,FIT
googlenets,684,TEST
googlenets,685,TEST
googlenets,686,FIT
googlenets,687,TEST
googlenets,688,TEST
googlenets,689,TEST
googlenets,690,FIT
googlenets,691,TEST
googlenets,692,FIT
googlenets,693,TEST
googlenets,694,TEST
googlenets,695,TEST
googlenets,696,FIT
googlenets,697,TEST
googlenets,698,TEST
googlenets,699,TEST
googlenets,700,TEST
googlenets,701,FIT
googlenets,702,TEST
googlenets,703,TEST
googlenets,704,FIT
googlenets,705,FIT
googlenets,706,TEST
googlenets,707,TEST
googlenets,708,TEST
googlenets,709,FIT
googlenets,710,TEST
googlenets,711,FIT
googlenets,712,FIT
googlenets,713,FIT
googlenets,714,TEST
googlenets,715,FIT
googlenets,716,FIT
googlenets,717,TEST
googlenets,718,TEST
googlenets,719,FIT
googlenets,720,FIT
googlenets,721,TEST
googlenets,722,FIT
googlenets,723,TEST
googlenets,724,FIT
googlenets,725,TEST
googlenets,726,TEST
googlenets,727,TEST
googlenets,728,FIT
googlenets,729,FIT
googlenets,730,TEST
googlenets,731,TEST
googlenets,732,FIT
googlenets,733,TEST
googlenets,734,TEST
googlenets,735,FIT
googlenets,736,TEST
googlenets,737,FIT
googlenets,738,FIT
googlenets,739,FIT
googlenets,740,FIT
googlenets,741,FIT
googlenets,742,TEST
googlenets,743,FIT
googlenets,744,FIT
googlenets,745,FIT
googlenets,746,FIT
googlenets,747,TEST
googlenets,748,FIT
googlenets,749,FIT
